Ensembl	Name	Biotype	GeneLength	SumExonLength
FBgn0035622	TM9SF3	null	2884	2653
FBgn0011676	Nos	null	33238	5224
FBgn0036952	CG6933	null	1921	1415
FBgn0035621	CG10591	null	1136	1075
FBgn0035624	Eaf6	null	1139	864
FBgn0011674	insc	null	14767	3887
FBgn0035623	mthl2	null	2401	2035
FBgn0010341	Cdc42	null	2848	2078
FBgn0010342	Map60	null	1878	1814
FBgn0011672	Mvl	null	9418	5647
FBgn0036951	CG7017	null	1831	1560
FBgn0035620	Alp9	null	1881	1881
FBgn0010340	Timmdc1	null	1386	1200
FBgn0011670	Mst57Dc	null	378	378
FBgn0036950	CG6996	null	2067	1828
FBgn0265791	lncRNA:CR44580	null	598	533
FBgn0264460	asRNA:CR43868	null	1821	546
FBgn0265790	lncRNA:CR44579	null	432	432
FBgn0024975	CG2712	null	1934	1804
FBgn0263130	lncRNA:CR43372	null	2000	1772
FBgn0265793	lncRNA:CR44582	null	671	671
FBgn0263131	CG43373	null	51533	7558
FBgn0264462	lncRNA:CR43870	null	18409	604
FBgn0265792	lncRNA:CR44581	null	1207	1049
FBgn0289745	Est17	null	8723	4025
FBgn0024973	CG2701	null	2690	2425
FBgn0263132	Cht6	null	33959	16205
FBgn0265795	lncRNA:CR44584	null	848	355
FBgn0289744	EndoG	null	1124	1124
FBgn0263133	mEFG1	null	2713	2503
FBgn0264464	asRNA:CR43872	null	2886	2827
FBgn0265794	lncRNA:CR44583	null	316	316
FBgn0289743	Cyp6a2	null	1743	1674
FBgn0036909	Ccdc58	null	1752	1642
FBgn0036906	CG14102	null	2317	2055
FBgn0036905	Vtld	null	1409	1409
FBgn0011606	Klp3A	null	4895	4527
FBgn0036908	TORIP	null	1343	1221
FBgn0011604	Iswi	null	3958	3647
FBgn0011603	ine	null	9023	3965
FBgn0036900	CG8765	null	3413	3082
FBgn0083228	Frq2	null	26796	4508
FBgn0024920	Ts	null	1346	1346
FBgn0024921	Tnpo	null	6906	5598
FBgn0000964	tj	null	3492	3492
FBgn0024913	Actbeta	null	7466	3671
FBgn0024912	agt	null	1295	1295
FBgn0036928	Tom20	null	1803	1008
FBgn0036927	Gabat	null	2973	2330
FBgn0036929	CG7668	null	2099	1736
FBgn0036924	hale	null	1443	1384
FBgn0036923	CG17732	null	2507	2373
FBgn0036926	CG7646	null	4383	1696
FBgn0036925	schuy	null	1980	1917
FBgn0036920	CG8004	null	1315	1242
FBgn0036922	CG14182	null	1100	1032
FBgn0036921	RhoGDI	null	4188	1540
FBgn0024947	NTPase	null	5147	2802
FBgn0024944	Oamb	null	25560	5533
FBgn0024945	NitFhit	null	1580	1527
FBgn0024943	PIP82	null	4312	4089
FBgn0024941	RSG7	null	6261	5496
FBgn0010309	pigeon	null	3896	3334
FBgn0036916	Mtr3	null	1311	1253
FBgn0036919	Grasp65	null	2233	1797
FBgn0011638	La	null	1620	1549
FBgn0036918	Pfdn6	null	1018	847
FBgn0036913	Usp32	null	10645	6311
FBgn0010303	hep	null	11230	6215
FBgn0036915	Prp3	null	2205	2151
FBgn0036911	Fibp	null	1883	1423
FBgn0010300	brat	null	45943	12788
FBgn0036910	Cyp305a1	null	2937	1801
FBgn0265720	lncRNA:CR44527	null	436	436
FBgn0265722	lncRNA:CR44529	null	608	506
FBgn0265721	lncRNA:CR44528	null	986	986
FBgn0265724	lncRNA:CR44531	null	587	587
FBgn0265723	lncRNA:CR44530	null	686	628
FBgn0265726	Nna1	null	25544	8748
FBgn0265725	CG44532	null	1062	963
FBgn0265728	lncRNA:CR44535	null	2030	2030
FBgn0265727	lncRNA:CR44534	null	487	487
FBgn0265729	lncRNA:CR44536	null	1217	1217
FBgn0265731	lncRNA:CR44538	null	782	665
FBgn0265730	lncRNA:CR44537	null	1188	1188
FBgn0265733	lncRNA:CR44540	null	784	784
FBgn0265732	lncRNA:CR44539	null	982	982
FBgn0265735	lncRNA:CR44542	null	328	328
FBgn0265737	lncRNA:CR44544	null	771	506
FBgn0265736	lncRNA:CR44543	null	369	369
FBgn0265739	lncRNA:CR44546	null	212	212
FBgn0265738	lncRNA:CR44545	null	543	543
FBgn0000927	fs(1)Ya	null	2292	2235
FBgn0000928	fs(1)Yb	null	3691	3502
FBgn0265700	lncRNA:CR44507	null	794	712
FBgn0265702	asRNA:CR44509	null	755	755
FBgn0265701	lncRNA:CR44508	null	211	211
FBgn0265704	lncRNA:CR44511	null	539	539
FBgn0265703	lncRNA:CR44510	null	757	757
FBgn0265706	lncRNA:CR44513	null	442	442
FBgn0265705	asRNA:CR44512	null	729	729
FBgn0265708	lncRNA:CR44515	null	948	827
FBgn0265707	lncRNA:CR44514	null	394	394
FBgn0265709	lncRNA:CR44516	null	390	390
FBgn0024909	Taf7	null	2389	2261
FBgn0265711	lncRNA:CR44518	null	495	495
FBgn0265710	lncRNA:CR44517	null	1724	1641
FBgn0265713	lncRNA:CR44520	null	1326	1326
FBgn0265712	lncRNA:CR44519	null	368	368
FBgn0265715	lncRNA:CR44522	null	392	392
FBgn0265714	CG44521	null	699	699
FBgn0265717	lncRNA:CR44524	null	488	422
FBgn0265716	lncRNA:CR44523	null	378	378
FBgn0265719	lncRNA:CR44526	null	489	489
FBgn0265718	lncRNA:CR44525	null	1215	1215
FBgn0083068	CG33947	null	2061	1031
FBgn0058053	lncRNA:CR40053	null	1433	1361
FBgn0034084	CG8435	null	1262	1148
FBgn0034085	Ptp52F	null	7196	4589
FBgn0034086	CG8441	null	1385	941
FBgn0034087	clu	null	7694	6162
FBgn0034081	CG10731	null	984	984
FBgn0034082	CG10734	null	1528	1449
FBgn0034083	lbk	null	19397	5506
FBgn0022097	Vha36-1	null	1064	1064
FBgn0058064	ARY	null	1619	1392
FBgn0034073	CG8414	null	3303	3133
FBgn0034075	Asph	null	6666	4157
FBgn0058068	CR40068	null	414	414
FBgn0034076	Jhedup	null	2041	1758
FBgn0034070	SP2353	null	15314	6502
FBgn0034071	CG8405	null	13188	4466
FBgn0034072	Dg	null	17389	6533
FBgn0034099	CG15708	null	999	943
FBgn0058045	CG40045	null	7345	1009
FBgn0034095	CG15701	null	3890	3367
FBgn0034096	CG7786	null	579	579
FBgn0034097	CG3687	null	765	708
FBgn0034098	krimp	null	2620	2549
FBgn0034091	mrj	null	18465	3286
FBgn0034092	CG7798	null	516	516
FBgn0034093	CG15706	null	7463	2892
FBgn0034094	Tsf3	null	3369	2377
FBgn0023395	Chd3	null	3066	3066
FBgn0034049	bdg	null	8896	5326
FBgn0035379	spz5	null	8526	1996
FBgn0034045	CG8249	null	4603	3432
FBgn0010078	RpL23	null	1312	542
FBgn0035375	Pgant6	null	3756	2817
FBgn0034046	tun	null	61646	5130
FBgn0034047	cGlr1	null	1562	1137
FBgn0035372	CG12093	null	1448	1296
FBgn0035371	AhcyL1	null	3860	3020
FBgn0035374	mRpS35	null	1207	1144
FBgn0264390	lncRNA:CR43838	null	1218	994
FBgn0264391	lncRNA:CR43839	null	784	784
FBgn0264392	lncRNA:CR43840	null	806	737
FBgn0264393	CG43841	null	410	357
FBgn0035370	Non2	null	1394	1320
FBgn0264394	asRNA:CR43842	null	2006	1866
FBgn0264395	CG43843	null	1281	1224
FBgn0022069	Nnp-1	null	2882	2882
FBgn0263079	CG43338	null	4355	2846
FBgn0023388	Dap160	null	7909	6395
FBgn0034033	CG8204	null	848	735
FBgn0036696	Pop5	null	638	554
FBgn0036695	Papst2	null	1669	1551
FBgn0034035	Gmppa	null	1739	1562
FBgn0036698	CG7724	null	2921	1418
FBgn0036697	rogdi	null	5943	2379
FBgn0034030	CG8192	null	5669	1755
FBgn0035360	CG1246	null	2158	1865
FBgn0036691	beg	null	1198	1198
FBgn0034031	CG12963	null	6991	3669
FBgn0034032	CG8195	null	3105	2280
FBgn0263072	CG43347	null	17550	9931
FBgn0036690	Ilp8	null	2269	867
FBgn0263076	Klp54D	null	6376	2672
FBgn0263077	M7BP	null	28546	13854
FBgn0263078	CG43339	null	1682	1469
FBgn0263046	CG43341	null	1040	1040
FBgn0264377	CG43829	null	510	444
FBgn0263047	CG43342	null	808	748
FBgn0264378	lncRNA:CR43830	null	637	540
FBgn0263048	Gpdh3	null	4514	4226
FBgn0264379	lncRNA:CR43831	null	350	350
FBgn0263049	lncRNA:let7C	null	17416	2449
FBgn0034066	EMC7	null	1113	921
FBgn0035398	Cht7	null	15974	3953
FBgn0034067	CG8399	null	6891	2342
FBgn0035397	PAN3	null	19274	5969
FBgn0010097	gammaTub37C	null	1864	1628
FBgn0034068	casp	null	3534	2614
FBgn0034069	CG8401	null	1489	1053
FBgn0034062	CG8388	null	2038	1865
FBgn0034063	CG8389	null	5477	2041
FBgn0035393	CG16753	null	764	764
FBgn0034065	Rrp42	null	1143	981
FBgn0035390	scramb2	null	2700	1586
FBgn0264370	lncRNA:CR43822	null	457	457
FBgn0034060	Tmem131	null	5721	5610
FBgn0263040	CG43335	null	1022	846
FBgn0264371	lncRNA:CR43823	null	1817	1704
FBgn0035392	CG1271	null	2393	2057
FBgn0034061	Ufc1	null	775	656
FBgn0263041	CG43336	null	1014	840
FBgn0264372	asRNA:CR43824	null	1450	1398
FBgn0263042	lncRNA:CR43337	null	1622	1453
FBgn0264373	lncRNA:CR43825	null	617	509
FBgn0264374	lncRNA:CR43826	null	537	537
FBgn0264375	lncRNA:CR43827	null	611	546
FBgn0289678	pal	null	834	834
FBgn0264376	lncRNA:CR43828	null	2082	2082
FBgn0264389	opm	null	1597	1533
FBgn0047351	CG31468	null	1027	967
FBgn0058006	CG40006	null	133933	2590
FBgn0034059	Tmem208	null	1300	981
FBgn0034057	CG8314	null	1604	1280
FBgn0034058	Pex11ab	null	1009	956
FBgn0035388	CG2162	null	5274	2580
FBgn0034051	Mlf	null	4181	2796
FBgn0035383	CPT2	null	2530	2352
FBgn0034052	CG8299	null	874	874
FBgn0058005	CR40005	null	1439	1227
FBgn0035382	Or63a	null	2255	1718
FBgn0034053	Cyp4aa1	null	4403	2108
FBgn0058002	ND-AGGG	null	865	745
FBgn0035385	FMRFaR	null	10145	4218
FBgn0034054	CG8366	null	1597	1472
FBgn0035384	CG2113	null	984	926
FBgn0264380	lncRNA:CR43832	null	537	470
FBgn0263050	CG43345	null	2536	2482
FBgn0264381	asRNA:CR43833	null	692	313
FBgn0263051	CG43346	null	2536	2482
FBgn0264382	lncRNA:CR43834	null	387	243
FBgn0034050	bug	null	1114	1057
FBgn0264383	lncRNA:CR43835	null	941	759
FBgn0035380	CG9970	null	1631	1631
FBgn0264384	lncRNA:CR43836	null	76084	1613
FBgn0062978	CG31808	null	11910	1929
FBgn0264385	lncRNA:CR43837	null	1918	1858
FBgn0264386	Ca-alpha1T	null	88399	13140
FBgn0022023	eIF3h	null	1902	1496
FBgn0034008	CG8152	null	1204	1204
FBgn0034009	CG8155	null	4355	4211
FBgn0010039	GstD3	null	746	746
FBgn0037999	CG4860	null	1584	1393
FBgn0035336	CG9004	null	2761	2708
FBgn0036667	kud	null	424	367
FBgn0010038	GstD2	null	734	734
FBgn0034005	ItgaPS4	null	4113	3361
FBgn0035335	mRpL23	null	861	699
FBgn0036666	TSG101	null	2292	1757
FBgn0037997	CG14742	null	1159	612
FBgn0037998	Cog1	null	5895	4839
FBgn0034007	ND-51L2	null	1566	1566
FBgn0035337	CG15877	null	1073	1018
FBgn0036668	Zcchc7	null	6965	5454
FBgn0037995	Adk1	null	1533	1427
FBgn0034000	CG11808	null	864	801
FBgn0035332	CG13801	null	2130	2130
FBgn0036663	CG9674	null	20159	8414
FBgn0037996	CG4830	null	2202	1861
FBgn0034001	mRpL41	null	594	594
FBgn0035331	MsR1	null	23107	3544
FBgn0036662	CG9706	null	2237	2062
FBgn0037993	dpr15	null	19763	3490
FBgn0034002	CG8079	null	6417	3283
FBgn0035334	CG8993	null	678	616
FBgn0036665	CG13024	null	19417	2013
FBgn0037994	eIF3d2	null	2309	2232
FBgn0062961	lncRNA:CR33942	null	561	503
FBgn0035333	CG1317	null	4097	4040
FBgn0011361	ND-ACP	null	1683	842
FBgn0037992	CG4702	null	6619	1459
FBgn0036661	CG9705	null	2320	1570
FBgn0022029	l(2)k01209	null	5273	3254
FBgn0024689	fws	null	2588	2477
FBgn0022027	Vps25	null	730	678
FBgn0047334	BG642312	null	913	540
FBgn0047330	CG32235	null	661	597
FBgn0035328	yellow-g2	null	1489	1431
FBgn0036659	CG9701	null	5819	2005
FBgn0037988	Cs2	null	1875	1600
FBgn0035325	CG13806	null	1247	1175
FBgn0036656	CG13026	null	1492	1431
FBgn0037989	ATP8B	null	22238	7379
FBgn0036655	CG13031	null	515	460
FBgn0037986	CG14736	null	2926	2084
FBgn0037987	CG14739	null	961	902
FBgn0010044	GstD8	null	808	808
FBgn0035321	CG1275	null	4680	2093
FBgn0036652	CG13032	null	2301	2187
FBgn0037985	ssp5	null	2384	2384
FBgn0010042	GstD6	null	780	780
FBgn0035323	CG13807	null	697	636
FBgn0036654	CG9692	null	1456	1393
FBgn0010043	GstD7	null	756	756
FBgn0037980	DCAF12	null	2089	1897
FBgn0010040	GstD4	null	725	725
FBgn0037981	Spt3	null	1395	1395
FBgn0010041	GstD5	null	840	840
FBgn0047338	CG32148	null	518	456
FBgn0036689	CG7730	null	2300	2123
FBgn0035358	CG14949	null	1241	934
FBgn0034027	CG8187	null	1810	1698
FBgn0035357	MEP-1	null	10270	5719
FBgn0036688	Fit2	null	2790	2790
FBgn0034029	eIF2Bgamma	null	1749	1548
FBgn0035359	CG1143	null	1825	1657
FBgn0034022	CG12964	null	11279	3942
FBgn0036685	Ccdc6	null	3295	2681
FBgn0034023	Ir52a	null	1800	1800
FBgn0036684	CG3764	null	17849	6372
FBgn0010053	Jheh1	null	1654	1486
FBgn0035356	CG16986	null	1206	769
FBgn0036687	CG6652	null	2509	2244
FBgn0034025	Pgant1	null	3888	2765
FBgn0035355	CG16985	null	946	641
FBgn0036686	CG7728	null	3735	3675
FBgn0010051	Itpr	null	22295	10331
FBgn0036681	Obp73a	null	10582	905
FBgn0010052	Jhe	null	2981	2101
FBgn0036680	Cpr73D	null	18590	3030
FBgn0263080	CG43348	null	513	513
FBgn0034021	CG8180	null	10660	2614
FBgn0263081	CG43349	null	459	459
FBgn0263082	CG43350	null	418	360
FBgn0263083	CG43351	null	242	242
FBgn0263084	HP1Lcsd	null	838	338
FBgn0263085	lncRNA:CR43353	null	597	504
FBgn0263086	CG43354	null	260	204
FBgn0263087	CG43355	null	2243	1726
FBgn0263088	lncRNA:CR43356	null	549	498
FBgn0263089	lncRNA:CR43357	null	1709	591
FBgn0062928	hpRNA:CR33940	null	1695	1013
FBgn0036678	CG11905	null	7156	4644
FBgn0035346	CG1146	null	3810	2357
FBgn0036677	CG13023	null	3521	2216
FBgn0035348	CG16758	null	4235	1985
FBgn0036679	CG13022	null	623	623
FBgn0034011	CG8160	null	1129	1072
FBgn0035343	CG16762	null	948	885
FBgn0034012	Hr51	null	8060	2089
FBgn0034013	unc-5	null	27829	5235
FBgn0036676	CG13028	null	743	743
FBgn0035344	Cyp4d20	null	2190	1817
FBgn0036670	CG13029	null	1217	1096
FBgn0263090	lncRNA:CR43358	null	324	271
FBgn0263091	CR43359	null	670	670
FBgn0034010	CG8157	null	884	824
FBgn0263092	CR43360	null	548	548
FBgn0036671	CG9951	null	1826	1826
FBgn0263093	CR43361	null	2746	1582
FBgn0263094	CG43362	null	210	152
FBgn0263095	lncRNA:CR43363	null	641	511
FBgn0263096	CR43364	null	314	252
FBgn0024698	Cpsf160	null	6142	4845
FBgn0265643	lncRNA:CR44450	null	301	301
FBgn0266974	lncRNA:CR45425	null	609	609
FBgn0265642	lncRNA:TS18	null	714	714
FBgn0266973	lncRNA:CR45424	null	435	435
FBgn0265645	lncRNA:CR44452	null	851	721
FBgn0266976	lncRNA:CR45427	null	470	470
FBgn0265644	lncRNA:CR44451	null	1051	1051
FBgn0266975	lncRNA:CR45426	null	534	534
FBgn0266978	lncRNA:CR45429	null	802	802
FBgn0265646	lncRNA:CR44453	null	618	556
FBgn0266977	CG45428	null	516	516
FBgn0265649	lncRNA:CR44456	null	401	401
FBgn0265648	lncRNA:CR44455	null	474	474
FBgn0266979	lncRNA:CR45430	null	773	773
FBgn0036627	Gagr	null	2295	2295
FBgn0036629	GluRS-m	null	1886	1700
FBgn0011327	Uch-L5	null	1473	1394
FBgn0037958	CG6962	null	2833	2492
FBgn0037955	Kyat	null	2113	1873
FBgn0036623	Agpat3	null	4186	2401
FBgn0037956	CG6959	null	46759	3050
FBgn0036622	Agpat4	null	2597	1628
FBgn0036624	RAF2	null	4490	4082
FBgn0013995	Calx	null	37431	8959
FBgn0036621	roq	null	7629	6179
FBgn0013997	Nrx-IV	null	10472	5137
FBgn0037950	HisCl1	null	2218	1872
FBgn0036620	CG4842	null	1130	934
FBgn0266970	lncRNA:CR45421	null	490	490
FBgn0265641	lncRNA:CR44448	null	751	751
FBgn0266972	lncRNA:CR45423	null	763	706
FBgn0264310	lncRNA:CR43785	null	428	428
FBgn0265640	lncRNA:CR44447	null	601	601
FBgn0266971	lncRNA:CR45422	null	318	318
FBgn0265654	lncRNA:CR44461	null	901	831
FBgn0266985	lncRNA:CR45436	null	500	500
FBgn0265653	lncRNA:CR44460	null	751	690
FBgn0266984	lncRNA:CR45435	null	799	799
FBgn0264324	spg	null	25170	8100
FBgn0265656	lncRNA:CR44463	null	201	201
FBgn0266987	lncRNA:CR45438	null	302	302
FBgn0264325	Atg6	null	1603	1493
FBgn0265655	lncRNA:CR44462	null	1505	620
FBgn0266986	lncRNA:CR45437	null	718	718
FBgn0264326	PolE1	null	7036	6849
FBgn0265658	lncRNA:CR44465	null	501	501
FBgn0266989	lncRNA:CR45440	null	221	221
FBgn0264327	asRNA:CR43786	null	871	871
FBgn0265657	lncRNA:CR44464	null	308	308
FBgn0266988	lncRNA:CR45439	null	201	201
FBgn0036619	Cpr72Ec	null	1447	1447
FBgn0264328	asRNA:CR43787	null	2032	1952
FBgn0264329	CG43788	null	415	351
FBgn0265659	lncRNA:CR44466	null	501	501
FBgn0037949	prd1	null	5884	5206
FBgn0036618	Cpr72Eb	null	809	809
FBgn0036617	Cpr72Ea	null	1148	1148
FBgn0037944	CG6923	null	5801	5196
FBgn0011336	Stt3B	null	2926	2703
FBgn0036612	CG4998	null	6239	4192
FBgn0013981	His4r	null	860	796
FBgn0011335	vers	null	1955	1513
FBgn0037942	CG14721	null	1431	1311
FBgn0036614	Golgin104	null	3205	2559
FBgn0037943	CG14722	null	2138	2063
FBgn0013983	imd	null	3804	1518
FBgn0037940	CG14720	null	696	696
FBgn0037941	CG12594	null	10746	3469
FBgn0036610	CG13058	null	694	606
FBgn0013987	MAPk-Ak2	null	4296	2198
FBgn0265650	lncRNA:CR44457	null	501	448
FBgn0266981	lncRNA:CR45432	null	683	683
FBgn0266980	lncRNA:CR45431	null	530	530
FBgn0265652	lncRNA:CR44459	null	301	246
FBgn0266983	lncRNA:CR45434	null	913	913
FBgn0265651	lncRNA:CR44458	null	901	901
FBgn0266982	lncRNA:CR45433	null	412	412
FBgn0266952	lncRNA:CR45403	null	419	419
FBgn0266951	lncRNA:CR45402	null	413	413
FBgn0265623	Su(z)2	null	11411	6721
FBgn0266954	lncRNA:CR45405	null	282	282
FBgn0266953	lncRNA:CR45404	null	450	450
FBgn0265625	CG44433	null	2546	2491
FBgn0266956	lncRNA:CR45407	null	455	455
FBgn0266955	lncRNA:CR45406	null	676	676
FBgn0265627	CG44435	null	5519	5259
FBgn0266958	lncRNA:CR45409	null	1162	1162
FBgn0265626	CG44434	null	5519	5259
FBgn0266957	lncRNA:CR45408	null	410	410
FBgn0010019	Cyp4g1	null	2279	2279
FBgn0265629	CG44437	null	1093	1093
FBgn0035318	CG9018	null	1793	1578
FBgn0266959	lncRNA:CR45410	null	1182	1182
FBgn0035317	Oseg2	null	5608	5265
FBgn0036648	CG4098	null	1210	1154
FBgn0037979	GCC185	null	4288	4040
FBgn0010015	CanA1	null	7448	3064
FBgn0037978	KLHL18	null	2959	2652
FBgn0035313	CG13810	null	1747	1552
FBgn0037975	CG3397	null	1444	1187
FBgn0035316	CG15878	null	1631	1631
FBgn0010014	CanB	null	1951	1234
FBgn0037976	Tk	null	11299	1621
FBgn0036646	CR18217	null	2276	2100
FBgn0035315	CG8960	null	1077	1042
FBgn0037973	CG18547	null	1817	1131
FBgn0036641	Smn	null	1150	1086
FBgn0037974	CG12224	null	1359	1147
FBgn0036640	nxf2	null	3448	2917
FBgn0035312	CG15820	null	1338	1183
FBgn0036643	Syx8	null	950	897
FBgn0037972	CG10005	null	2042	1171
FBgn0035311	CR15821	null	1130	1021
FBgn0037970	GC2	null	1203	1086
FBgn0266950	lncRNA:CR45401	null	412	412
FBgn0265632	CG44439	null	500	500
FBgn0266963	lncRNA:CR45414	null	839	839
FBgn0264301	CG43779	null	836	836
FBgn0265631	CG44438	null	1200	1075
FBgn0266962	CG45413	null	928	928
FBgn0264302	wrm1	null	1683	1430
FBgn0265634	lncRNA:CR44441	null	1169	1169
FBgn0266965	lncRNA:CR45416	null	281	281
FBgn0264303	wrm2	null	1683	1430
FBgn0265633	lncRNA:CR44440	null	1301	1232
FBgn0266964	lncRNA:CR45415	null	296	296
FBgn0265636	lncRNA:CR44443	null	601	601
FBgn0266967	lncRNA:CR45418	null	469	469
FBgn0264305	CG43783	null	22038	5452
FBgn0265635	lncRNA:CR44442	null	2037	1305
FBgn0266966	lncRNA:CR45417	null	501	501
FBgn0265638	lncRNA:CR44445	null	1105	1105
FBgn0266969	lncRNA:CR45420	null	615	615
FBgn0264307	orb2	null	17364	8905
FBgn0265637	lncRNA:CR44444	null	809	809
FBgn0266968	lncRNA:CR45419	null	619	619
FBgn0264308	hbt	null	29308	6554
FBgn0036638	CG13033	null	1062	828
FBgn0264309	CG43784	null	795	641
FBgn0265639	lncRNA:CR44446	null	501	501
FBgn0035309	CG15879	null	1559	1389
FBgn0035308	CG15822	null	10663	4713
FBgn0036639	CG4229	null	1136	949
FBgn0037964	CG14731	null	2379	2062
FBgn0037962	Dnali1	null	992	939
FBgn0037963	Cad87A	null	55618	7255
FBgn0037960	mthl5	null	3231	1952
FBgn0035300	acs	null	2648	1578
FBgn0265630	sno	null	16176	6315
FBgn0266961	lncRNA:CR45412	null	654	654
FBgn0266960	lncRNA:CR45411	null	315	315
FBgn0263024	CG43319	null	224	224
FBgn0265687	lncRNA:CR44494	null	1396	1028
FBgn0001961	Arpc1	null	1801	1732
FBgn0263025	HSPBAP1	null	1297	1297
FBgn0265686	lncRNA:CR44493	null	351	351
FBgn0263026	CG43321	null	542	542
FBgn0264357	SNF4Agamma	null	73531	11990
FBgn0265689	lncRNA:CR44496	null	606	606
FBgn0000633	tei	null	126324	5978
FBgn0263027	CG43322	null	1342	1272
FBgn0264358	lncRNA:CR43810	null	502	448
FBgn0265688	lncRNA:CR44495	null	766	766
FBgn0264359	lncRNA:CR43811	null	642	586
FBgn0289650	jbug	null	23139	10434
FBgn0000635	Fas2	null	73207	7306
FBgn0001965	Sos	null	6009	5635
FBgn0263029	CG43324	null	746	746
FBgn0000636	Fas3	null	73340	6612
FBgn0037917	wkd	null	3730	2383
FBgn0001967	NimC3	null	852	852
FBgn0037918	CG6791	null	4793	4451
FBgn0037915	CG6790	null	2845	2783
FBgn0037916	CG5342	null	2651	2601
FBgn0000639	Fbp1	null	3465	3465
FBgn0037913	fabp	null	7159	2302
FBgn0037911	CG10898	null	2102	1969
FBgn0037912	sea	null	7159	1949
FBgn0037910	CG14708	null	725	725
FBgn0013953	Esp	null	8478	2907
FBgn0013954	Fkbp12	null	854	633
FBgn0025936	Eph	null	11787	5754
FBgn0265681	lncRNA:CR44488	null	638	638
FBgn0264350	asRNA:CR43806	null	871	814
FBgn0265680	lncRNA:CR44487	null	653	505
FBgn0263020	CG43315	null	655	591
FBgn0264351	lncRNA:CR43807	null	2504	875
FBgn0265683	lncRNA:CR44490	null	746	268
FBgn0263021	CG43316	null	728	576
FBgn0264352	lncRNA:CR43808	null	1293	1182
FBgn0265682	lncRNA:CR44489	null	531	531
FBgn0263022	CG43317	null	964	863
FBgn0264353	asRNA:CR43809	null	1713	1650
FBgn0265685	lncRNA:CR44492	null	592	592
FBgn0263023	CG43318	null	725	618
FBgn0265684	lncRNA:CR44491	null	701	701
FBgn0263035	CG43330	null	555	555
FBgn0264366	lncRNA:CR43818	null	698	644
FBgn0265698	lncRNA:CR44505	null	701	636
FBgn0263036	CG43331	null	853	853
FBgn0264367	lncRNA:CR43819	null	770	719
FBgn0265697	lncRNA:CR44504	null	2203	2203
FBgn0263037	CG43332	null	2079	2025
FBgn0264368	asRNA:CR43820	null	807	807
FBgn0000644	Fcp3C	null	1099	963
FBgn0263038	CG43333	null	17179	4314
FBgn0264369	lncRNA:CR43821	null	490	490
FBgn0265699	lncRNA:CR44506	null	4982	4982
FBgn0288310	mv	null	13873	11334
FBgn0001977	CIAPIN1	null	2569	2358
FBgn0037908	dpr5	null	5968	1864
FBgn0037906	PGRP-LB	null	7704	1775
FBgn0001978	stc	null	4590	4145
FBgn0037902	CG5281	null	1674	1613
FBgn0037900	CG5276	null	1806	1752
FBgn0037901	Exd2	null	2216	1947
FBgn0085732	CR40190	null	2600	1791
FBgn0265690	lncRNA:CR44497	null	646	646
FBgn0013949	Elal	null	2302	2135
FBgn0085736	CG40472	null	581	460
FBgn0264360	asRNA:CR43812	null	291	291
FBgn0265692	lncRNA:CR44499	null	312	239
FBgn0085734	CR40450	null	2165	1692
FBgn0263030	CG43325	null	1587	1366
FBgn0264361	CG43813	null	624	545
FBgn0265691	lncRNA:CR44498	null	4203	2102
FBgn0263031	CG43326	null	1450	1229
FBgn0264362	CG43814	null	857	785
FBgn0265694	lncRNA:CR44501	null	2067	2007
FBgn0263032	CG43327	null	1526	1526
FBgn0264363	CG43815	null	414	414
FBgn0265693	lncRNA:CR44500	null	680	680
FBgn0263033	CG43328	null	1526	1526
FBgn0264364	CG43816	null	1137	1065
FBgn0265696	lncRNA:CR44503	null	1401	1401
FBgn0001970	Pgant35A	null	2160	2160
FBgn0000640	Fbp2	null	1134	1074
FBgn0263034	CG43329	null	732	732
FBgn0264365	lncRNA:CR43817	null	761	626
FBgn0265695	lncRNA:CR44502	null	581	581
FBgn0263002	CR43310	null	456	361
FBgn0265665	lncRNA:CR44472	null	688	688
FBgn0001983	wor	null	2284	2222
FBgn0265664	lncRNA:CR44471	null	2359	705
FBgn0266995	lncRNA:CR45446	null	258	258
FBgn0001986	Mtr4	null	3638	3585
FBgn0263004	CG43312	null	818	818
FBgn0265667	lncRNA:CR44474	null	601	601
FBgn0263005	Chpf	null	16892	4326
FBgn0264336	lncRNA:CR43792	null	502	502
FBgn0265666	lncRNA:CR44473	null	601	601
FBgn0036609	CG13039	null	706	706
FBgn0263006	SERCA	null	10808	8264
FBgn0264337	lncRNA:CR43793	null	400	400
FBgn0265669	CG44476	null	350	290
FBgn0001987	Gli	null	6757	4468
FBgn0264338	lncRNA:CR43794	null	755	698
FBgn0265668	CG44475	null	408	343
FBgn0036608	CG13040	null	1675	1419
FBgn0037939	CG14718	null	2107	2107
FBgn0000658	fj	null	3551	3551
FBgn0264339	CG43795	null	47861	5891
FBgn0001989	ND-B17	null	1760	992
FBgn0000659	fkh	null	4289	4289
FBgn0037937	Fer3	null	902	836
FBgn0036605	CG13041	null	573	513
FBgn0011305	Rsf1	null	1760	1760
FBgn0037935	CG6834	null	3462	2886
FBgn0036607	CG13059	null	637	572
FBgn0037936	CG6908	null	1671	1439
FBgn0036606	CG13060	null	599	539
FBgn0037933	Ho	null	1234	1123
FBgn0036601	CG13063	null	606	544
FBgn0037934	CG6830	null	3371	2781
FBgn0036600	CG13043	null	646	646
