	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
beat-Ib	0.918514013242221	-0.279099304755696	0.961	0.941	1
lncRNA:CR44186	0.91851888865565	0.0874628412503393	0.137	0.137	1
FBti0020211	0.918744813294965	-0.35954238668714	0.039	0.157	1
FBti0062642	0.918765615101732	0.0201778819376303	0.157	0.176	1
FBti0063576	0.918771986023434	0.0658879356564572	0.196	0.235	1
Cnx99A	0.918790913902717	0.0682329978075025	1	1	1
pic	0.918960283591017	0.0990293759352991	0.882	0.902	1
pigeon	0.919046254403572	0.085769395044963	0.882	0.902	1
Gr39b	0.919050709869223	-0.20945336562895	0.118	0.098	1
Cyp9h1	0.919072280078345	-0.0461701814329256	0.569	0.471	1
HHEX	0.919105059029933	-0.222392421336448	0.059	0.157	1
FBti0062176	0.91910659950388	-0.0234589728239891	0.137	0.157	1
CG3356	0.919113968356324	0.0252864416108585	0.922	0.922	1
snoRNA:Psi18S-531	0.919155042424139	-0.0597062461242676	0.137	0.157	1
FBti0060168	0.919166869829164	0.0242475462466774	0.118	0.118	1
CG7006	0.91918445136908	-0.069485100321284	0.627	0.667	1
rt	0.919215593883898	0.0318254458553979	0.824	0.824	1
CG32026	0.919222994719457	0.187627003175772	0.549	0.667	1
lncRNA:CR43363	0.919279635360303	-0.0234589728239891	0.118	0.118	1
Gr47a	0.919321016637026	-0.021695071099319	0.157	0.196	1
Fic	0.919401013149893	-0.0108392323614646	0.941	0.863	1
FBti0020292	0.919465289090427	0.0901978089715781	0.157	0.137	1
Vps60	0.919564710132582	0.04335998910393	0.902	0.961	1
CG10232	0.919709581407625	-0.229481846122767	0.078	0.137	1
Pph13	0.919763307813064	0.423469405460099	0.765	0.843	1
nxf2	0.919798403406114	0.366427555054222	0.235	0.333	1
lncRNA:CR43174	0.919852888931822	0.0978473233981446	0.118	0.078	1
CG14646	0.919946496692592	0.108884216151852	0.902	0.765	1
lncRNA:CR45381	0.9199881666332	-0.0210616155278299	0.157	0.196	1
Sec16	0.919996633419521	0.136807896435777	1	1	1
CG43658	0.920127214503778	0.25032335408424	1	0.98	1
Pen	0.920157114669702	-0.0443941193584535	0.098	0.137	1
lncRNA:CR44725	0.920203352415682	0.426416561409334	0.235	0.294	1
para	0.920276681829798	-0.0596489242354164	1	1	1
FBti0059711	0.920339925132433	0.0250909809628304	0.118	0.059	1
fzr2	0.920434924300851	0.0230836131130411	0.118	0.098	1
CG8272	0.920448587551669	0.121598594183076	0.824	0.843	1
FBti0061337	0.920506598236539	-0.185555653156077	0	0.118	1
resilin	0.920529212965157	-0.154328146391294	0.294	0.216	1
FBti0020405	0.920543696645833	0	0.118	0.216	1
FBti0061327	0.920565250660273	0	0.235	0.275	1
tty	0.920582355806452	-0.0401107245619983	1	1	1
FBti0020312	0.920634440310666	0.111892880070897	0.098	0.157	1
CG9396	0.920655644570326	0.123776540638423	0.843	0.843	1
FBti0060426	0.920673320076173	0.127755547198373	0.118	0.039	1
Glyat	0.920776457664111	0.0331668639351994	0.255	0.216	1
lncRNA:CR44059	0.920828553550408	-0.0506260730699679	0.078	0.118	1
CG34027	0.92082856052154	-0.2081081953302	0.059	0.118	1
lncRNA:CR45440	0.920865651242578	0.189477798863713	0.118	0.059	1
CG9815	0.920868562389723	0.0494969657890989	0.51	0.51	1
uzip	0.920879496192223	0.066386311360084	1	1	1
FBti0018866	0.920958854879195	-0.101283335837182	0.059	0.157	1
CG11791	0.920986354888315	0.297502391761505	0.98	0.961	1
LPCAT	0.92109977711824	0.159706823133514	1	1	1
CG15459	0.921156655567507	-0.149377624038227	0.039	0.118	1
CG14856	0.921161181504195	0	0.216	0.176	1
5-HT1A	0.921194167144624	-0.194557982158156	0.98	1	1
a	0.92122347227908	0.216250016992825	0.843	0.843	1
snoRNA:Irbp-a	0.921226574098284	-0.0968615392525889	0.118	0.176	1
lncRNA:CR45679	0.921242906722253	0	0.196	0.176	1
lncRNA:CR44753	0.92126321843505	-0.0458036896131246	0.098	0.137	1
CG10730	0.921283132061835	0	0.235	0.294	1
ABCA	0.921301602031986	-0.0384076332137777	0.98	0.98	1
Cad86C	0.921329856686139	0.0832133682489817	0.706	0.627	1
RR48344-transposable-element	0.921355815564093	-0.00822050680496855	0.51	0.451	1
sog	0.92137727685806	0.310189579485356	0.98	0.941	1
CG14636	0.921506441573714	-0.105493128847314	0.353	0.333	1
lft	0.921543704304363	0.149166441275515	0.745	0.686	1
CG13285	0.921589702239743	0.095577659982231	0.118	0.137	1
CG32119	0.921681117192083	-0.067114195858537	0.098	0.137	1
dpr16	0.921712977227964	-0.119760701614949	0.98	0.98	1
FBti0062228	0.921782028887013	-0.0223678130284544	0.098	0.157	1
snoRNA:nop5-x16-a	0.922003316711025	-0.018615678167347	0.235	0.275	1
fln	0.922082655129558	0.168122758808327	0.196	0.333	1
CG6656	0.92212051904508	0.0206397660590367	0.882	0.902	1
CG45428	0.922126675980955	0.110182917750423	0.098	0.118	1
sPLA2	0.922143844448319	0.0746256659600064	0.784	0.843	1
mir-957	0.922212731007533	-0.197939377611909	0.098	0.157	1
Lcp65Ad	0.922293702399539	-0.169925001442312	0.137	0.118	1
CG7115	0.92236206262173	0.0624142992323522	1	0.98	1
FBti0019574	0.922441930258879	0.160464672193246	0.216	0.314	1
Vajk4	0.922494516473256	0.406505865657727	0.431	0.333	1
FBti0062903	0.922506412859668	0.146841388329271	0.118	0.059	1
sisRNA:CR46364	0.922512622961502	0.165737204478879	0.333	0.412	1
Ubx	0.922600032819009	-0.327687364176047	0.333	0.431	1
beat-Vc	0.922715559625144	-0.267882367639253	0.961	0.882	1
CG13894	0.922745048008325	0.294686856300665	0.765	0.804	1
FBti0019976	0.922975293095306	-0.234465253637023	0.157	0.235	1
lncRNA:CR42794	0.923022676106716	0.169925001442312	0.137	0.157	1
CG33721	0.92302881212505	-0.347923303420307	0.059	0.137	1
gb	0.92303306653193	0.131028964351308	0.902	0.902	1
GABA-B-R3	0.923046103899558	-0.0786817375616851	0.98	0.98	1
phr6-4	0.923063875738727	0.247217700371019	0.255	0.314	1
CG14143	0.923075509888217	0.231325546106456	0.098	0.196	1
FBti0060076	0.923130350615833	-0.121306296222134	0.098	0.196	1
FBti0062737	0.923159915574934	-0.0230836131130411	0.098	0.157	1
Clic	0.923230578346823	0.133985098847211	1	1	1
CG9150	0.923345772372691	0.0797271924707341	0.725	0.725	1
lncRNA:CR45225	0.923412026046908	0.0424352663203967	0.157	0.176	1
Dop2R	0.923417976565323	-0.00511949714730697	1	1	1
FBti0060631	0.923423556768104	-0.0223678130284544	0.137	0.176	1
FBti0063362	0.923541665908024	-0.0223678130284544	0.137	0.196	1
lncRNA:CR44281	0.923587272886247	0.0465425859370303	0.118	0.059	1
lncRNA:CR40341	0.923640541954278	-0.267480310864986	0.039	0.118	1
asRNA:CR46082	0.923654040295729	0.0727563424353142	0.118	0.098	1
CG6652	0.923688808600689	-0.0198995574377049	0.196	0.216	1
Pits	0.923825580522973	-0.0151859073717926	1	1	1
Tim10	0.923913290791287	-0.156725503687453	0.078	0.176	1
cn	0.9239271304604	0.0230836131130411	0.059	0.118	1
CG12592	0.923927625565278	-0.415037499278844	0.059	0.157	1
lncRNA:CR44886	0.924023557691862	-0.0540729119815797	0.98	0.98	1
wapl	0.924083284788671	0.0637042498097502	0.98	0.941	1
CG5910	0.924185070523506	0.221124340881344	0.922	0.922	1
FBti0061214	0.924284460061523	-0.165059246270496	0.157	0.235	1
CG10116	0.92439239992035	0.0443941193584535	0.078	0.157	1
FBti0063754	0.924459853660843	0.0946368741380754	0.137	0.137	1
mon2	0.924491381145469	-0.00868858112010607	1	0.941	1
CG30187	0.924517969232638	0.27500704749987	0.255	0.333	1
Rpn11	0.924602127280692	0.0551415541924607	0.922	0.902	1
asRNA:CR45804	0.924643284314896	0.163058281954046	0.333	0.392	1
Use1	0.92469322867175	0.125161481226409	0.745	0.784	1
bru1	0.924709653051812	0.0420506977676531	1	0.98	1
CG3829	0.924745636418621	0.292033229120782	0.863	0.882	1
CG15529	0.924813346522782	0.402371087442683	0.667	0.647	1
FBti0018955	0.924929948836355	-0.125530882083859	0.137	0.157	1
imd	0.925035092411049	0.153474480661719	0.902	0.882	1
FBti0063181	0.92523193816799	0	0.059	0.118	1
FBti0059684	0.925268467998116	0.39231742277876	0.235	0.275	1
CG32206	0.925412435772343	-0.15684381019012	1	1	1
asRNA:CR45538	0.925448245318556	0.0641303374197157	0.176	0.196	1
red	0.925474315568064	0.0790494605529437	0.961	0.922	1
CG14073	0.925663459382122	0.143190229380615	1	1	1
FBti0061452	0.925725115611383	0	0.235	0.275	1
CG14020	0.925752288930609	0.0400774393753352	0.098	0.157	1
FBti0061579	0.925755876235367	-0.0740005814437769	0.118	0.118	1
FBti0020281	0.925814167239441	-0.0312187306107203	0.725	0.765	1
CG33552	0.925827676098121	0.142019004872428	0.118	0.098	1
Sgp	0.92588174822859	-0.15200309344505	0.02	0.118	1
kek6	0.92607366705345	0.00779374669345145	0.98	1	1
FBti0020106	0.926105599199976	-0.0489096004809465	0.02	0.118	1
lncRNA:CR45416	0.926116513826923	-0.228818690495881	0.078	0.196	1
lncRNA:CR44066	0.926151150276713	0.0740005814437769	0.137	0.098	1
FBti0061059	0.926211101965248	-0.0310268956206246	0.314	0.294	1
FBti0020151	0.926286546422788	-0.070389327891398	0.078	0.176	1
Atg4b	0.926331819390609	-0.0306037696381538	0.922	0.902	1
RR50446-transposable-element	0.92634223851192	0.0316820764422863	0.941	0.941	1
CG31523	0.926429181185242	0.214155306627512	0.98	0.98	1
CG10038	0.926444720751036	-0.100693999619473	0.804	0.804	1
FBti0063590	0.926531666966576	-0.179323699444562	0.137	0.196	1
GstE12	0.926554924967442	0.160693519502146	1	1	1
lncRNA:CR33987	0.926568938701424	-0.115477217419936	0.118	0.137	1
nudC	0.926601990100407	0.107579887199814	0.922	0.922	1
CG6793	0.926766892011914	0.113956189297086	0.196	0.118	1
lncRNA:CR45670	0.926832383948157	0.0230836131130411	0.118	0.137	1
tRNA:Ala-AGC-2-1	0.926837033456032	-0.0250909809628304	0.118	0.118	1
ArfGAP1	0.926850810900006	0.0890718377185928	0.961	0.941	1
lncRNA:CR32027	0.926855825761294	0.119298928372344	0.118	0.078	1
inv	0.926895910935842	0.183864192400186	0.529	0.431	1
lncRNA:CR45730	0.926911239514037	-0.103093492964104	0.059	0.118	1
CG12502	0.926937611280868	-0.0610380129268702	0.961	0.941	1
FBti0018916	0.926960283328502	0	0.235	0.275	1
boil	0.926991689329817	0.313592235719298	0.686	0.667	1
CG42697	0.927039807904243	-0.0204641025597155	0.176	0.157	1
rhea	0.92706574230512	0.282831693433194	0.98	1	1
CG31102	0.927082818056446	0.427421223734676	0.667	0.608	1
FBti0019570	0.927136962453403	0.0489096004809465	0.118	0.098	1
Chi	0.927145300513299	0.066089190457773	0.922	0.902	1
lncRNA:CR43899	0.92715961817348	0.12832409697554	0.235	0.314	1
TppII	0.927202402690057	-0.0240621845909814	0.961	0.961	1
FBti0059680	0.927219536528838	0.109624491174498	0.451	0.451	1
Sk1	0.927248018194538	0.0299654213992882	0.686	0.647	1
CG12496	0.92725278438347	-0.0227200765000835	0.176	0.118	1
CG15461	0.927498541440688	0.14359085362885	0.294	0.294	1
lncRNA:CR46007	0.927505349132507	-0.127379306476228	0.098	0.137	1
CG3257	0.927579048042079	-0.0208372031142821	1	1	1
CG45081	0.927590203770634	-0.213403638109193	0.137	0.255	1
CG10650	0.927661172738405	-0.211504105193712	0.333	0.314	1
lncRNA:CR43656	0.927725981995745	-0.0191088229477047	0.176	0.196	1
FBti0020283	0.927735843164853	0.15200309344505	0.176	0.216	1
CG13539	0.927831094359012	-0.133266530863464	0.098	0.157	1
CG17994	0.92787655402688	0.121015400961366	0.157	0.137	1
pim	0.927922571280438	-0.0198995574377049	0.118	0.137	1
Gr63a	0.927922678994338	0.068171502641579	0.137	0.157	1
PPO2	0.92820830452349	-0.0181587676200952	0.961	0.961	1
snoRNA:Psi28S-2444	0.928259620749847	-0.0242475462466774	0.059	0.157	1
RfC3	0.928268906929283	0.0452292539929977	0.412	0.373	1
Cpr50Ca	0.928397586975725	-0.095577659982231	0.137	0.176	1
Gfrl	0.928452914354646	-0.114096507884049	1	1	1
FBti0064275	0.928552402971041	0.0234589728239891	0.118	0.098	1
CG46448	0.928556993616894	-0.216302680469701	1	1	1
FBti0060954	0.92857020180426	-0.0755510330071767	0.275	0.235	1
CG6686	0.928576452696777	0.197964801566953	0.98	1	1
Gmd	0.928581301382088	0.0368995828115293	0.784	0.745	1
lncRNA:CR45347	0.928597312144361	-0.150216473971035	0.941	0.961	1
lncRNA:CR45191	0.928739858237375	-0.391424942056894	0.294	0.255	1
FBti0063553	0.928835124157982	-0.195256291398934	0.137	0.157	1
FBti0020145	0.928842528739656	0.0433925955133803	0.647	0.706	1
TwdlM	0.928911803971866	-0.276840205358825	0.02	0.137	1
lncRNA:CR46454	0.928962451879551	0	0.137	0.118	1
FBti0019917	0.929151438553288	0.212303603712864	0.137	0.196	1
FBti0063457	0.929163862358137	0.0389941316158637	0.137	0.255	1
CG3040	0.92919587442786	0.0671141958585371	0.824	0.902	1
mRpS9	0.929244717621319	0.212753973430716	0.98	1	1
FBti0060285	0.929274708921185	0.0473057147783568	0.118	0.118	1
FBti0061260	0.929454793847821	-0.0801703486839832	0.098	0.176	1
Odc1	0.929533426189267	0.131856960608793	0.667	0.686	1
DNApol-delta	0.92956978887614	0.0851673832626774	0.373	0.471	1
FBti0061103	0.929627877667295	0.103093492964104	0.118	0.059	1
CG11656	0.929676559897917	-0.0230836131130411	0.078	0.137	1
CG34305	0.929714315803315	0.242074787198148	0.235	0.333	1
lncRNA:CR44026	0.929737946789727	0.123382415505282	0.118	0.098	1
Bx	0.929858798377551	0.127065863770943	1	0.98	1
nAChRalpha3	0.930072931408176	-0.131808596817747	1	1	1
CG5862	0.930124272782055	0.0357390229699455	0.922	0.922	1
mir-4975	0.930227574763048	-0.0166787411466305	0.216	0.294	1
FBti0062005	0.930267227448629	-0.0342699020847457	0.588	0.569	1
CG9684	0.930269355522486	0.304298200865571	0.588	0.569	1
CG3328	0.930329642422454	0.459431618637296	0.843	0.784	1
Cfp1	0.930348960762853	0.162604314993916	0.745	0.824	1
CG9231	0.930371963811818	0.0321920821485371	0.941	0.941	1
FBti0061000	0.930396085290056	-0.0489096004809465	0.059	0.118	1
SoYb	0.93044525548063	0.0335525597110268	0.176	0.176	1
CG31287	0.930452597231654	-0.0981803939389036	0.176	0.235	1
Nacalpha	0.930480321572959	0.168770198658418	1	1	1
Vps33B	0.930645165336672	0.0293439615821445	0.725	0.667	1
Ndfip	0.930875145114756	0.0355887567710607	0.961	0.98	1
FBti0020310	0.930886122399313	-0.154033628672421	0.216	0.255	1
CG34273	0.930898760553444	-0.245112497836531	0.039	0.118	1
FBti0019462	0.930946081116331	-0.174497731232136	0.196	0.255	1
Ent2	0.931000418159817	0.180436020247178	0.765	0.863	1
Psf1	0.931012604512432	0.0906025487809066	0.275	0.294	1
CG1494	0.931204580290582	-0.102361717629678	0.137	0.235	1
CG30154	0.931227677674208	0.0464355729902848	0.51	0.51	1
CG14074	0.931303570200665	-0.00599874062144279	0.824	0.804	1
CR7448	0.931350131418698	-0.199769512375777	0.333	0.353	1
CG32457	0.931369233827807	-0.131844656016062	0.627	0.627	1
CG32554	0.931468610081002	-0.0907654639231825	0.51	0.549	1
asRNA:CR45367	0.931503797577819	-0.038474147814636	0.196	0.235	1
Or63a	0.931681188188536	-0.269712372370568	0.725	0.588	1
CG13193	0.931686103622085	-0.0465425859370303	0.118	0.157	1
Cnb	0.931712654354627	0.296393002780225	0.275	0.353	1
FBti0020118	0.931740502439279	0.0450878895285379	0.176	0.137	1
CG5781	0.93175980660584	0.0978473233981446	0.118	0.098	1
asRNA:CR44169	0.931772054442798	0.285908872086381	0.176	0.196	1
dpr17	0.9319984385273	-0.223897842385278	0.961	0.941	1
CG9801	0.932053421904225	0.122232438476917	1	0.941	1
asRNA:CR31429	0.932110853511522	-0.115477217419936	0.078	0.118	1
FBti0063232	0.932222050642719	0.675870996919366	0.608	0.647	1
Pgm2b	0.932370910454187	-0.2081081953302	0.078	0.118	1
lncRNA:CR44779	0.932399699201476	0.086877450679967	0.667	0.765	1
tinc	0.932523354371175	-0.139413455899047	1	1	1
CG6761	0.932545534201584	-0.0365258760251141	0.176	0.157	1
Elk	0.932561563671794	-0.0253051424670394	0.961	0.98	1
aux	0.932577090544045	0.0579596035299117	0.98	0.941	1
asRNA:CR44959	0.932592771908266	0	0.118	0.098	1
CG30356	0.932596894090269	-0.0732489820306387	0.314	0.314	1
CG42471	0.932598418496639	-0.31685710533994	0.078	0.157	1
CR42546	0.932731451444924	0.321928094887362	0.196	0.157	1
FBti0064296	0.932750331276216	-0.0896372124846765	0.216	0.216	1
gcm	0.93276099857075	-0.263034405833794	0.098	0.137	1
CG6034	0.932763653292593	0.159198594849254	0.137	0.118	1
dib	0.932845618116434	-0.172836596862216	0.078	0.157	1
lncRNA:CR43607	0.932850512792873	0.237039197300849	0.137	0.098	1
CG2124	0.932986581954564	0.0473057147783567	0.725	0.647	1
CG15209	0.933027890709354	0.349018189666298	0.98	1	1
Sfp65A	0.933082198336052	0.0458036896131246	0.157	0.176	1
Tim8	0.933177134044129	0.0480870665834665	1	0.98	1
Scr	0.933269265570922	0.0603194692738125	0.686	0.667	1
CG1806	0.933285912669924	0.26104585274034	0.51	0.529	1
TTLL1B	0.933315831817577	0.0458036896131246	0.137	0.078	1
FBti0063548	0.933447073448235	0	0.098	0.137	1
FBti0062780	0.93354119399148	0.0865876849960907	0.216	0.216	1
lncRNA:CR43752	0.933573471828361	0.12199052437861	0.137	0.118	1
FBti0019546	0.933607411179785	-0.0223678130284544	0.118	0.157	1
CG7194	0.933661907904817	0.270089163367744	0.176	0.196	1
Dpy-30L1	0.933727162834036	0.0936508549667572	0.961	0.882	1
CG2157	0.933822922970374	0.15417093012776	0.275	0.294	1
GstE11	0.933843922363284	0.00790519808534596	0.667	0.647	1
CG46298	0.933869411629195	-0.131244533278253	0.137	0.157	1
CG33143	0.933897200383568	-0.15717699321452	0.98	0.98	1
Or98a	0.933959565552049	-0.145430439521564	0.137	0.275	1
Fili	0.933988724866599	-0.28971383769783	0.902	0.902	1
CG2053	0.934006247480007	-0.130396637255675	0.176	0.216	1
gol	0.934113899943388	0.210652975168843	1	1	1
Dhpr	0.93423507050592	0.120955389936591	0.941	0.922	1
kst	0.934235820073675	0.293034334173059	0.902	0.902	1
asRNA:CR46093	0.934378631384682	0.214738848793013	0.176	0.216	1
CG42564	0.934383553703898	-0.068171502641579	0.078	0.118	1
sro	0.934408597144281	-0.0692626624371137	0.118	0.157	1
CG1750	0.934489463582289	-0.0153207992837561	0.627	0.608	1
lncRNA:CR44709	0.934526972523923	0.174029399775049	0.118	0.196	1
lncRNA:CR44423	0.934556512455772	0.192645077942396	0.216	0.235	1
CG46412	0.934773350342952	0.0692626624371137	0.059	0.137	1
Cht9	0.934803923706735	-0.311201688294304	0.02	0.137	1
CG9084	0.934855608183381	-0.156725503687453	0.098	0.157	1
CG18301	0.934956589211894	-0.0242475462466774	0.118	0.078	1
Teh1	0.935008819831581	0.0412313005379534	1	1	1
FBti0061997	0.935019832790997	-0.0227200765000835	0.059	0.118	1
lncRNA:CR32730	0.935119932077652	-0.180572245641821	0.176	0.235	1
tRNA:Lys-CTT-1-4	0.935226224552429	-0.115477217419936	0.039	0.137	1
Drat	0.935262602461459	0.13913485856651	1	1	1
mir-274	0.935406774036715	0.112474729258413	0.118	0.118	1
FBti0062211	0.935419105455305	0.191463348149997	0.667	0.608	1
Tapdelta	0.935468969596414	0.108393627657392	1	0.98	1
CG9192	0.93546927709073	-0.133266530863464	0.098	0.137	1
CG7264	0.935492437452455	0.0351894284622999	0.196	0.196	1
mtRNApol	0.935622542042459	-0.0101752213089705	0.882	0.961	1
snoRNA:lola-a	0.935634828700606	0.254572827085598	0.098	0.118	1
snoRNA:Or-CD1	0.935651766757794	0.0220263063299991	0.098	0.118	1
FBti0064035	0.935719531351652	-0.149377624038227	0.02	0.118	1
CG9586	0.935784781137627	0.185662404796282	0.922	0.882	1
FBti0060665	0.935882464609724	0.245476034449489	0.431	0.412	1
CG9577	0.93590692555159	0.110936401363356	0.804	0.765	1
CG34169	0.935915368346263	-0.146841388329271	0.078	0.118	1
Tis11	0.935943444947242	0.641609972667044	0.902	0.902	1
Acyp2	0.936106209763852	0.164549876257167	0.941	0.961	1
CG30325	0.936144595936148	-0.0931094043914815	0.275	0.353	1
Fitm	0.93624449380597	-0.0314325078366573	0.863	0.804	1
CG30036	0.936329634827504	0.0210616155278299	0.157	0.176	1
CG3760	0.93639938385858	0.115477217419936	0.882	0.922	1
FBti0059674	0.936470794551376	-0.117356950638159	0.098	0.137	1
ogre	0.936483337140433	0.404770164889812	0.98	0.98	1
nw	0.936562336392038	-0.024662054234269	0.078	0.137	1
Pdk	0.936582854918678	0.384230188602691	1	1	1
lncRNA:CR46127	0.936609718487717	0	0.196	0.196	1
CG7220	0.936681720328256	0.156506474047773	1	1	1
Lsd-2	0.936768321291479	0.605282485100752	0.98	0.961	1
lncRNA:CR44814	0.936882631823885	-0.171952682789295	0.235	0.235	1
Rep	0.936908666079595	0.147866102514612	0.745	0.863	1
Scsalpha1	0.936983276718806	0.228279092266023	1	1	1
CG15554	0.936988601651969	0.0301619705102523	0.373	0.412	1
CG11029	0.936997616170954	0.15994091286969	0.471	0.49	1
CG31262	0.937024218970919	-0.165059246270496	0.216	0.176	1
Cdk1	0.937027446941155	0.145430439521564	0.118	0.118	1
lncRNA:CR45918	0.937092481395474	-0.111645355828909	0.49	0.51	1
coro	0.937148915969017	0.1608176486616	0.961	0.941	1
CG8726	0.937164703923545	0.0327493332773683	1	1	1
CG30047	0.937188506627567	-0.118644496498619	0.078	0.137	1
CG46394	0.93719816709198	-0.142019004872428	0.118	0.137	1
CG32532	0.937206283051267	-0.171527106038814	0.686	0.627	1
Rat1	0.937264810162961	0.0615384103091321	0.706	0.745	1
RR50960-transposable-element	0.937279953270999	0.18844508941311	0.314	0.314	1
mt:tRNA:Val-TAC	0.937344920230493	-0.0588936890535685	0.51	0.588	1
lncRNA:CR43130	0.937411287805116	-0.108524456778169	0.137	0.196	1
CG33269	0.937427865816006	0	0.098	0.118	1
FBti0019510	0.937444784231893	0.0311225174957808	0.667	0.667	1
FBti0063255	0.937470871657012	-0.125530882083859	0.392	0.431	1
asRNA:CR45142	0.937507374841039	-0.117356950638159	0.118	0.098	1
CR46417	0.937586208203452	-0.15754127698648	0.02	0.118	1
lncRNA:CR44848	0.937740725191974	0	0.118	0.118	1
RR44580-transposable-element	0.937782119922949	-0.161362987938888	0.471	0.471	1
CG31467	0.937831156769069	-0.0641303374197155	0.431	0.431	1
Larp4B	0.93783620744285	0.0991535440877005	1	1	1
CG43192	0.937868332411038	-0.0201778819376303	0.176	0.196	1
gce	0.937877492294352	0.0736559075984111	1	1	1
Gs1l	0.937890207553177	0.287846008636756	1	0.98	1
CG7556	0.938020524557485	0.0704447745771937	0.961	0.922	1
lncRNA:CR9162	0.938044293003493	0.209923069374231	0.196	0.255	1
CG10863	0.93807133667037	0.0983757347366732	0.941	0.941	1
lncRNA:CR46032	0.938092623799955	0.175086706558091	0.118	0.098	1
CG10864	0.93813934164053	-0.104697378666693	0.353	0.333	1
CG4293	0.938203104475346	-0.0430687218918862	0.843	0.863	1
nmo	0.9382053753936	0.0667228860907798	1	1	1
FBti0061144	0.938212242037311	0.0389941316158637	0.176	0.235	1
asRNA:CR45813	0.93839518796368	0.264897149850984	0.451	0.431	1
krimp	0.93839923703329	0.184424571137428	0.157	0.196	1
CG10764	0.938474968421592	-0.0497530351970994	0.118	0.118	1
CG32485	0.938480337028068	0.0613135488525636	1	0.961	1
CG12065	0.938523005091309	0.409337392926989	0.902	0.882	1
CG6184	0.938617703551033	-0.128517611669006	0.98	1	1
CG13445	0.938622451287732	0.0489096004809465	0.137	0.118	1
lncRNA:CR45463	0.93870964126465	-0.0223678130284544	0.098	0.137	1
CheB53a	0.938710284697537	0.0443941193584535	0.255	0.235	1
CG18870	0.938710591685844	-0.168175219492352	0.941	0.863	1
CG18048	0.93871415956554	0.143909411398714	0.569	0.725	1
CG12184	0.938750924365737	-0.0238467419543677	0.118	0.137	1
CG2100	0.938832286666733	0.121678556588253	0.588	0.569	1
fra	0.938843517829578	-0.0508614549942248	1	0.98	1
FBti0063562	0.938886812979828	-0.0766212816029126	0.059	0.137	1
FBti0020105	0.938892073812539	-0.149747119504682	0.176	0.216	1
FBti0059748	0.938955312023412	0.0430687218918858	0.157	0.157	1
CG13137	0.938990808640584	-0.107915339166888	0.333	0.373	1
CG1103	0.939003200317495	0.0740005814437765	0.902	0.882	1
Ugt36A1	0.939008453190537	-0.197939377611909	0.451	0.451	1
Pld	0.939026835615175	0.318822184019541	0.431	0.49	1
FBti0061925	0.939102100279468	-0.182864057149811	0.235	0.235	1
erm	0.939110540731452	0.174233040828516	0.784	0.863	1
FBti0062209	0.939115261452269	0.258602159518533	0.235	0.333	1
Phlpp	0.93922451236464	0.266786540694901	0.157	0.176	1
Rab9E	0.939225609640748	-0.180572245641821	0.078	0.118	1
CR32011	0.939308111580348	-0.117356950638159	0.059	0.137	1
eco	0.939320766210749	0.382890063764304	0.588	0.647	1
CG43179	0.939330500237069	-0.0660891904577725	0.098	0.157	1
CG15803	0.93934659268049	-0.0825615364648478	1	1	1
Lfg	0.939357219187426	0.151205804095724	0.431	0.471	1
CG11192	0.939388741318998	0.0250909809628304	0.059	0.118	1
sad	0.939552237214481	-0.145197915539936	0.157	0.137	1
for	0.939618562467239	0.354477709125161	0.922	0.902	1
CG7849	0.9396539473213	-0.00943969588630544	0.784	0.804	1
CG8526	0.939700857386429	0.183446141095931	0.137	0.118	1
CG17110	0.939741329559107	-0.024662054234269	0.078	0.118	1
FBti0020115	0.939811939312124	-0.167456745851563	0.118	0.157	1
5.8SrRNA-Psi:CR45863	0.939879468671425	-0.0813001021018481	0.098	0.137	1
CG11353	0.939887429460704	-0.115477217419936	0.176	0.137	1
CG13631	0.939908850866132	0.375101207260991	0.961	0.902	1
Uba1	0.939969633809889	0.13823995945082	1	1	1
Phf7	0.939975648990957	0.0400774393753352	0.157	0.176	1
FBti0060268	0.940200241137734	-0.131244533278253	0.098	0.118	1
CG31038	0.940205089149535	0.262260160767009	0.98	0.961	1
CG12576	0.9402256724464	0.115477217419936	1	1	1
unpg	0.940346418763066	-0.281412935148649	0.078	0.157	1
lncRNA:CR43966	0.940356119455254	-0.20546911829998	0.294	0.333	1
lncRNA:CR46084	0.940429807614106	0.128986440720078	0.451	0.51	1
FBti0060371	0.940448654804493	-0.201633861169651	0.118	0.118	1
lncRNA:CR45552	0.940499681206178	-0.219009781941796	0.098	0.196	1
CG1688	0.940597367401822	-0.0581726914140237	0.98	0.961	1
CR46425	0.940695170519794	-0.0497530351970994	0.059	0.118	1
FBti0060676	0.940697573641915	0.0172779914318355	0.196	0.216	1
FBti0061923	0.940811379076851	-0.0978473233981446	0.118	0.118	1
kar	0.940843303784867	0.241564730611294	0.922	0.961	1
CG9338	0.940850229948094	0.0576937208343038	0.843	0.863	1
Orc5	0.940850689925975	0.0111405576052004	0.373	0.333	1
FBti0019212	0.940921329941774	-0.0465425859370303	0.059	0.157	1
CG15602	0.941000165429674	0.10212718680548	0.902	0.941	1
FBti0019521	0.941033565795308	-0.0641303374197157	0.137	0.216	1
inaF-A	0.941034743389737	-0.0170735133589414	0.176	0.137	1
mt:tRNA:Trp-TCA	0.94105569645096	-0.0263112771158471	0.51	0.471	1
